subject	predicate	object	evidence_class
FMA 10953	HRA ccf_part_of	FMA 6290
UBERON 8600000	HRA ccf_part_of	UBERON 0012067
UBERON 0001232	HRA ccf_part_of	UBERON 0004100
UBERON 0001296	HRA ccf_part_of	HRA temp-central-anterior-body-of-uterus
UBERON 0015173	HRA ccf_part_of	HRA temp-central-anterior-body-of-uterus
UBERON 0001297	HRA ccf_part_of	HRA temp-central-anterior-body-of-uterus
UBERON 0001295	HRA ccf_part_of	HRA temp-central-anterior-body-of-uterus
HRA temp-shaft-of-fourth-metatarsal-bone	HRA ccf_part_of	UBERON 0003653
HRA temp-base-of-fourth-metatarsal-bone	HRA ccf_part_of	UBERON 0003653
HRA temp-head-of-fourth-metatarsal-bone	HRA ccf_part_of	UBERON 0003653
HRA temp-external-cervical-os	HRA ccf_part_of	UBERON 0012249
HRA temp-ectocervical-epithelium	HRA ccf_part_of	UBERON 0012249
HRA temp-ectocervical-stroma	HRA ccf_part_of	UBERON 0012249
FMA 52625	HRA ccf_part_of	UBERON 0000348
FMA 52628	HRA ccf_part_of	UBERON 0000348
FMA 52638	HRA ccf_part_of	UBERON 0000348
FMA 82842	HRA ccf_part_of	FMA 53282
FMA 82610	HRA ccf_part_of	FMA 53282
FMA 82607	HRA ccf_part_of	FMA 53282
UBERON 0001296	HRA ccf_part_of	HRA temp-central-anterior-fundus-of-uterus
UBERON 0015173	HRA ccf_part_of	HRA temp-central-anterior-fundus-of-uterus
UBERON 0001297	HRA ccf_part_of	HRA temp-central-anterior-fundus-of-uterus
UBERON 0001295	HRA ccf_part_of	HRA temp-central-anterior-fundus-of-uterus
FMA 53050	HRA ccf_part_of	FMA 53047
FMA 53051	HRA ccf_part_of	FMA 53047
FMA 53200	HRA ccf_part_of	FMA 53196
FMA 53201	HRA ccf_part_of	FMA 53196
HRA temp-segmental-branch-of-lobar-artery-of-spleen	HRA ccf_part_of	HRA temp-lobar-artery-of-spleen
UBERON 0005742	HRA ccf_part_of	UBERON 0005742
UBERON 0001174	HRA ccf_part_of	UBERON 2005346
UBERON 0008783	HRA ccf_part_of	UBERON 0001547
UBERON 0001548	HRA ccf_part_of	UBERON 0001547
UBERON 0002250	HRA ccf_part_of	FMA 0323777
FMA 22506	HRA ccf_part_of	FMA 0323777
HRA temp-deep-head-of-flexor-pollicis-brevis-muscle	HRA ccf_part_of	UBERON 0011012
HRA temp-superficial-head-of-flexor-pollicis-brevis-muscle	HRA ccf_part_of	UBERON 0011012
HRA temp-anterior-radicular-vein	HRA ccf_part_of	FMA 76736
HRA temp-posterior-radicular-vein	HRA ccf_part_of	FMA 76736
FMA 4870	HRA ccf_part_of	FMA 76736
FMA 4869	HRA ccf_part_of	FMA 76736
UBERON 0001962	HRA ccf_part_of	UBERON 0003331
UBERON 0003331	HRA ccf_part_of	UBERON 0003331
UBERON 0005304	HRA ccf_part_of	UBERON 0003331
HRA temp-basement-membrane-of-fallopian-tube-infundibulum	HRA ccf_part_of	HRA temp-wall-of-fallopian-tube-infundibulum
HRA temp-muscle-layer-of-oviduct-infundibulum	HRA ccf_part_of	HRA temp-wall-of-fallopian-tube-infundibulum
HRA temp-serosa-of-fallopian-tube-infundibulum	HRA ccf_part_of	HRA temp-wall-of-fallopian-tube-infundibulum
HRA temp-periductal-capillary-of-interlobular-duct-of-pancreas	HRA ccf_part_of	HRA temp-periductal-arteriole-of-interlobular-duct-of-pancreas
HRA temp-lamina-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-vertebral-foramen-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-inferior-vertebral-notch-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-pedicle-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-superior-articular-process-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-spinous-process-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-inferior-articular-process-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-inferior-articular-facet-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-inferior-costal-facet-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-transverse-process-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-superior-vertebral-notch-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-vertebral-arch-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-superior-articular-facet-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-transverse-costal-facet-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-superior-costal-facet-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
HRA temp-vertebral-body-of-ninth-thoracic-vertebra	HRA ccf_part_of	UBERON 0004633
FMA 53357	HRA ccf_part_of	FMA 53340
FMA 53356	HRA ccf_part_of	FMA 53340
FMA 82666	HRA ccf_part_of	FMA 53340
UBERON 0001661	HRA ccf_part_of	UBERON 0014685
HRA temp-infraorbital-vein	HRA ccf_part_of	UBERON 0014685
FMA 9413	HRA ccf_part_of	FMA 9411
UBERON 0011511	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
HRA temp-puboanalis-muscle	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
UBERON 0011512	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
UBERON 0011528	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
HRA temp-puboperineales-muscle	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
UBERON 0011532	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
HRA temp-puboprostaticus-muscle	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
UBERON 0001327	HRA ccf_part_of	HRA temp-pelvic-floor-muscle
UBERON 0001129	HRA ccf_part_of	UBERON 0001482
UBERON 0001477	HRA ccf_part_of	UBERON 0001482
UBERON 0001478	HRA ccf_part_of	UBERON 0001482
UBERON 0001125	HRA ccf_part_of	UBERON 0001482
HRA temp-subclavius-muscle	HRA ccf_part_of	UBERON 0001482
UBERON 0002383	HRA ccf_part_of	UBERON 0001482
UBERON 0010496	HRA ccf_part_of	UBERON 0001482
UBERON 0001476	HRA ccf_part_of	UBERON 0001482
HRA temp-capillary-plexus-of-posterior-pituitary-gland	HRA ccf_part_of	UBERON 0035492
UBERON 0000975	HRA ccf_part_of	HRA temp-sternal-region-bone
UBERON 0013192	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
UBERON 0006960	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
UBERON 0013191	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
UBERON 0004911	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
UBERON 0006644	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
HRA temp-ovarian-corticomedullary-junction	HRA ccf_part_of	HRA temp-lateral-inferior-mesenteric-ovary
UBERON 0007315	HRA ccf_part_of	FMA 69797
FMA 18832	HRA ccf_part_of	FMA 69797
UBERON 0002493	HRA ccf_part_of	FMA 69797
UBERON 0001312	HRA ccf_part_of	FMA 69797
UBERON 0001310	HRA ccf_part_of	FMA 69797
UBERON 0001311	HRA ccf_part_of	FMA 69797
FMA 18826	HRA ccf_part_of	FMA 69797
UBERON 0001314	HRA ccf_part_of	FMA 69797
FMA 18871	HRA ccf_part_of	FMA 69797
UBERON 0002072	HRA ccf_part_of	UBERON 0002097
UBERON 0002067	HRA ccf_part_of	UBERON 0002097
UBERON 0001003	HRA ccf_part_of	UBERON 0002097
HRA temp-right-posterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-right-anterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-central-anterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-central-posterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-left-posterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-left-anterior-fundus-of-uterus	HRA ccf_part_of	FMA 17561
HRA temp-sheathed-capillary	HRA ccf_part_of	UBERON 0005353
HRA temp-splenic-red-pulp-stroma	HRA ccf_part_of	UBERON 0009967
HRA temp-ring-fiber	HRA ccf_part_of	UBERON 0009967
FMA 8631	HRA ccf_part_of	FMA 68847
FMA 8628	HRA ccf_part_of	FMA 68847
FMA 8632	HRA ccf_part_of	FMA 68847
FMA 8630	HRA ccf_part_of	FMA 68847
HRA temp-papillary-tip-epithelium	HRA ccf_part_of	UBERON 0009095
HRA temp-occipital-condyle-of-basilar-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-jugular-foramen-of-basilar-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-groove-for-transverse-sinus-of-squamous-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-external-occipital-protuberance-of-squamous-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-foramen-magnum-of-basilar-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-inferior-nuchal-line-of-squamous-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-internal-occipital-protuberance-of-squamous-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-hypoglossal-canal-of-basilar-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
HRA temp-superior-nuchal-line-of-squamous-part-of-occipital-bone	HRA ccf_part_of	UBERON 0001676
FMA 6711	HRA ccf_part_of	FMA 53612
FMA 53600	HRA ccf_part_of	FMA 53612
FMA 53601	HRA ccf_part_of	FMA 53612
UBERON 0001656	HRA ccf_part_of	HRA temp-posterior-branch-of-retromandibular-vein
HRA temp-medial-calcaneal-artery	HRA ccf_part_of	UBERON 0001538
UBERON 0001541	HRA ccf_part_of	UBERON 0001538
FMA 43918	HRA ccf_part_of	UBERON 0001538
FMA 43926	HRA ccf_part_of	UBERON 0001538
UBERON 0007178	HRA ccf_part_of	UBERON 0001159
UBERON 0003335	HRA ccf_part_of	UBERON 0001159
UBERON 0004989	HRA ccf_part_of	UBERON 0001159
UBERON 0003331	HRA ccf_part_of	UBERON 0001159
UBERON 0012419	HRA ccf_part_of	UBERON 0001159
UBERON 0012375	HRA ccf_part_of	UBERON 0001159
UBERON 0012489	HRA ccf_part_of	UBERON 0001159
UBERON 0000317	HRA ccf_part_of	UBERON 0001159
UBERON 0006680	HRA ccf_part_of	UBERON 0003387
HRA temp-hepatic-arteriole	HRA ccf_part_of	HRA temp-segmental-branch-of-hepatic-artery
HRA temp-inferior-costal-facet-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-lamina-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-inferior-articular-process-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-superior-costal-facet-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-pedicle-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-vertebral-body-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-transverse-costal-facet-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-superior-articular-process-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-inferior-articular-facet-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-superior-vertebral-notch-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-inferior-vertebral-notch-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-superior-articular-facet-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-spinous-process-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-vertebral-arch-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-vertebral-foramen-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-transverse-process-of-eighth-thoracic-vertebra	HRA ccf_part_of	UBERON 0011050
HRA temp-submucosa	HRA ccf_part_of	FMA 14928
HRA temp-mucosa	HRA ccf_part_of	FMA 14928
HRA temp-muscularis-propria	HRA ccf_part_of	FMA 14928
HRA temp-serosa	HRA ccf_part_of	FMA 14928
HRA temp-superficial-branch-of-lateral-plantar-artery	HRA ccf_part_of	FMA 43926
FMA 43942	HRA ccf_part_of	FMA 43926
HRA temp-infraorbital-foramen-of-maxilla	HRA ccf_part_of	UBERON 0002397
HRA temp-incisive-foramen-of-maxilla	HRA ccf_part_of	UBERON 0002397
HRA temp-maxillary-sinus-of-maxilla	HRA ccf_part_of	UBERON 0002397
HRA temp-infraorbital-canal-of-maxilla	HRA ccf_part_of	UBERON 0002397
UBERON 0005871	HRA ccf_part_of	UBERON 0002397
HRA temp-nasal-surface-of-maxilla	HRA ccf_part_of	UBERON 0002397
UBERON 0004527	HRA ccf_part_of	UBERON 0002397
HRA temp-greater-palatine-canal-of-maxilla	HRA ccf_part_of	UBERON 0002397
HRA temp-alveolar-canals-of-maxilla	HRA ccf_part_of	UBERON 0002397
UBERON 0013767	HRA ccf_part_of	UBERON 0002397
HRA temp-nasolacrimal-canal-of-maxilla	HRA ccf_part_of	UBERON 0002397
UBERON 0016477	HRA ccf_part_of	UBERON 0002397
HRA temp-intermaxillary-suture-of-maxilla	HRA ccf_part_of	UBERON 0002397
HRA temp-infraorbital-groove-of-maxilla	HRA ccf_part_of	UBERON 0002397
UBERON 0035139	HRA ccf_part_of	UBERON 0002397
HRA temp-medial-proper-palmar-digital-artery-of-first-digit-of-hand	HRA ccf_part_of	FMA 71534
HRA temp-lateral-proper-palmar-digital-artery-of-first-digit-of-hand	HRA ccf_part_of	FMA 71534
FMA 49771	HRA ccf_part_of	UBERON 0004646
HRA temp-shaft-of-fourth-middle-phalanx-of-hand	HRA ccf_part_of	UBERON 0004322
HRA temp-head-of-fourth-middle-phalanx-of-hand	HRA ccf_part_of	UBERON 0004322
HRA temp-base-of-fourth-middle-phalanx-of-hand	HRA ccf_part_of	UBERON 0004322
FMA 14517	HRA ccf_part_of	UBERON 0001069
UBERON 0010373	HRA ccf_part_of	UBERON 0001069
UBERON 0007324	HRA ccf_part_of	UBERON 0001069
UBERON 0002299	HRA ccf_part_of	UBERON 0008874
UBERON 0002188	HRA ccf_part_of	UBERON 0008874
UBERON 0012373	HRA ccf_part_of	HRA temp-inner-pals
FMA 8819	HRA ccf_part_of	FMA 6306
FMA 8609	HRA ccf_part_of	FMA 6306
FMA 11230	HRA ccf_part_of	FMA 6306
FMA 44782	HRA ccf_part_of	FMA 44771
FMA 44777	HRA ccf_part_of	FMA 44771
FMA 44778	HRA ccf_part_of	FMA 44771
FMA 44776	HRA ccf_part_of	FMA 44771
UBERON 0035547	HRA ccf_part_of	UBERON 0011192
FMA 51770	HRA ccf_part_of	UBERON 0011192
FMA 51798	HRA ccf_part_of	UBERON 0011192
UBERON 0018256	HRA ccf_part_of	UBERON 0011192
UBERON 0004689	HRA ccf_part_of	UBERON 0011192
FMA 8644	HRA ccf_part_of	FMA 68848
FMA 8646	HRA ccf_part_of	FMA 68848
FMA 8647	HRA ccf_part_of	FMA 68848
FMA 8645	HRA ccf_part_of	FMA 68848
FMA 52772	HRA ccf_part_of	FMA 52754
FMA 52755	HRA ccf_part_of	FMA 52754
FMA 52756	HRA ccf_part_of	FMA 52754
HRA temp-segmental-branch-of-hepatic-vein	HRA ccf_part_of	UBERON 0011955
FMA 15804	HRA ccf_part_of	UBERON 0011955
FMA 15803	HRA ccf_part_of	UBERON 0011955
FMA 69513	HRA ccf_part_of	UBERON 0001539
FMA 44595	HRA ccf_part_of	UBERON 0001539
UBERON 0034927	HRA ccf_part_of	UBERON 0001539
UBERON 0001553	HRA ccf_part_of	UBERON 0001539
FMA 44647	HRA ccf_part_of	UBERON 0001539
HRA temp-zygomatic-process-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-hiatus-and-groove-of-petrous-part-of-temporal-bone-for-lesser-petrosal-nerve	HRA ccf_part_of	UBERON 0001678
HRA temp-internal-auditory-meatus-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-articular-tubercle-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-mastoid-notch-of-mastoid-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-postglenoid-tubercle-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-groove-for-sigmoid-sinus-of-mastoid-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-jugular-foramen-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-mandibular-fossa-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-trigeminal-impression-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-styloid-process-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-stylomastoid-foramen-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-petrotympanic-fissure-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-hiatus-and-groove-of-petrous-part-of-temporal-bone-for-greater-petrosal-nerve	HRA ccf_part_of	UBERON 0001678
HRA temp-mastoid-process-of-mastoid-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-groove-for-posterior-deep-temporal-artery-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-tympanic-caniliculus-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-supramastoid-crest-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-mastoid-foramen-of-mastoid-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-carotid-canal-of-petrous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
HRA temp-external-auditory-meatus-of-squamous-part-of-temporal-bone	HRA ccf_part_of	UBERON 0001678
UBERON 0003952	HRA ccf_part_of	UBERON 0000964
UBERON 0001772	HRA ccf_part_of	UBERON 0000964
UBERON 0001985	HRA ccf_part_of	UBERON 0000964
HRA temp-mucosa-of-fallopian-tube-intramural-segment	HRA ccf_part_of	HRA temp-plica-of-fallopian-tube-intramural-segment
HRA temp-transverse-process-of-coccyx	HRA ccf_part_of	UBERON 0001350
HRA temp-coccygeal-cornu-of-coccyx	HRA ccf_part_of	UBERON 0001350
UBERON 0000979	HRA ccf_part_of	HRA temp-free-part-of-leg-bone
UBERON 0000981	HRA ccf_part_of	HRA temp-free-part-of-leg-bone
UBERON 0002446	HRA ccf_part_of	HRA temp-free-part-of-leg-bone
UBERON 0001446	HRA ccf_part_of	HRA temp-free-part-of-leg-bone
UBERON 0035966	HRA ccf_part_of	UBERON 0004904
UBERON 0006136	HRA ccf_part_of	UBERON 0004904
UBERON 0003902	HRA ccf_part_of	UBERON 0004904
UBERON 0001773	HRA ccf_part_of	UBERON 0004904
UBERON 0034713	HRA ccf_part_of	UBERON 0004904
HRA temp-vertebral-foramen-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-superior-vertebral-notch-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-transverse-process-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-inferior-vertebral-notch-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-vertebral-arch-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-lamina-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-inferior-articular-facet-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-vertebral-body-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-spinous-process-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-inferior-articular-process-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-pedicle-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-superior-articular-process-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-superior-articular-facet-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
HRA temp-transverse-foramen-of-sixth-cervical-vertebra	HRA ccf_part_of	UBERON 0004615
FMA 70444	HRA ccf_part_of	UBERON 0015482
FMA 70441	HRA ccf_part_of	UBERON 0015482
HRA temp-right-artery-of-caudate-lobe	HRA ccf_part_of	UBERON 0015482
FMA 14835	HRA ccf_part_of	UBERON 0015482
HRA temp-epitrochlear-lymph-node	HRA ccf_part_of	HRA temp-medial-lymphatic-pathway-of-upper-arm
FMA 66061	HRA ccf_part_of	FMA 45337
FMA 45353	HRA ccf_part_of	FMA 45337
FMA 21847	HRA ccf_part_of	FMA 45337
FMA 6881	HRA ccf_part_of	UBERON 0008833
FMA 6880	HRA ccf_part_of	UBERON 0008833
FMA 77543	HRA ccf_part_of	FMA 6720
FMA 82584	HRA ccf_part_of	FMA 6720
FMA 82581	HRA ccf_part_of	FMA 6720
FMA 77541	HRA ccf_part_of	FMA 6720
FMA 77544	HRA ccf_part_of	FMA 6720
UBERON 0001962	HRA ccf_part_of	UBERON 0003329
UBERON 0004760	HRA ccf_part_of	UBERON 0003329
UBERON 0003331	HRA ccf_part_of	UBERON 0003329
UBERON 0005304	HRA ccf_part_of	UBERON 0003329
UBERON 0007195	HRA ccf_part_of	UBERON 0002371
FMA 53225	HRA ccf_part_of	FMA 53218
FMA 53237	HRA ccf_part_of	FMA 53218
FMA 53231	HRA ccf_part_of	FMA 53218
FMA 53243	HRA ccf_part_of	FMA 53218
FMA 53234	HRA ccf_part_of	FMA 53218
FMA 53240	HRA ccf_part_of	FMA 53218
FMA 9535	HRA ccf_part_of	UBERON 0002080
FMA 15736	HRA ccf_part_of	UBERON 0002080
UBERON 0006567	HRA ccf_part_of	UBERON 0002080
FMA 76767	HRA ccf_part_of	UBERON 0002080
FMA 7272	HRA ccf_part_of	UBERON 0002080
UBERON 0001982	HRA ccf_part_of	UBERON 0002080
UBERON 0002333	HRA ccf_part_of	UBERON 0002080
UBERON 0001979	HRA ccf_part_of	UBERON 0002080
UBERON 0002049	HRA ccf_part_of	UBERON 0002080
FMA 3818	HRA ccf_part_of	UBERON 0002080
FMA 16716	HRA ccf_part_of	FMA 6426
FMA 8849	HRA ccf_part_of	FMA 6426
FMA 8782	HRA ccf_part_of	FMA 6426
UBERON 0014622	HRA ccf_part_of	UBERON 0014620
UBERON 0014623	HRA ccf_part_of	UBERON 0014620
FMA 70471	HRA ccf_part_of	UBERON 0001194
FMA 14794	HRA ccf_part_of	UBERON 0001194
HRA temp-superior-lobar-artery-of-spleen	HRA ccf_part_of	UBERON 0001194
UBERON 0012373	HRA ccf_part_of	UBERON 0001194
FMA 14787	HRA ccf_part_of	UBERON 0001194
FMA 14793	HRA ccf_part_of	UBERON 0001194
FMA 14792	HRA ccf_part_of	UBERON 0001194
HRA temp-lobar-artery-of-spleen	HRA ccf_part_of	UBERON 0001194
UBERON 0035830	HRA ccf_part_of	UBERON 0001194
HRA temp-inferior-lobar-artery-of-spleen	HRA ccf_part_of	UBERON 0001194
HRA temp-shaft-of-third-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004317
HRA temp-base-of-third-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004317
HRA temp-head-of-third-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004317
FMA 4799	HRA ccf_part_of	UBERON 0012195
FMA 4800	HRA ccf_part_of	UBERON 0012195
HRA temp-shaft-of-fourth-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004318
HRA temp-head-of-fourth-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004318
HRA temp-base-of-fourth-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004318
UBERON 0015174	HRA ccf_part_of	UBERON 0008321
UBERON 8410041	HRA ccf_part_of	UBERON 0002195
UBERON 8410042	HRA ccf_part_of	UBERON 0002195
UBERON 0034986	HRA ccf_part_of	FMA 8779
HRA temp-lateral-dorsal-digital-artery-of-second-digit-of-hand	HRA ccf_part_of	FMA 22761
HRA temp-dorsal-digital-artery-of-first-digit-of-hand	HRA ccf_part_of	FMA 22761
UBERON 0018255	HRA ccf_part_of	UBERON 0001182
UBERON 0001195	HRA ccf_part_of	UBERON 0001182
UBERON 0001197	HRA ccf_part_of	UBERON 0001182
UBERON 8410023	HRA ccf_part_of	UBERON 0001182
UBERON 0005628	HRA ccf_part_of	UBERON 0001182
UBERON 0001196	HRA ccf_part_of	UBERON 0001182
FMA 4990	HRA ccf_part_of	UBERON 0006665
FMA 4837	HRA ccf_part_of	UBERON 0006665
FMA 4983	HRA ccf_part_of	UBERON 0006665
FMA 4997	HRA ccf_part_of	UBERON 0006665
FMA 4976	HRA ccf_part_of	UBERON 0006665
FMA 5004	HRA ccf_part_of	UBERON 0006665
UBERON 0002623	HRA ccf_part_of	UBERON 0016554
FMA 20560	HRA ccf_part_of	FMA 16484
FMA 16496	HRA ccf_part_of	FMA 16484
FMA 52642	HRA ccf_part_of	FMA 52638
FMA 52655	HRA ccf_part_of	FMA 52638
FMA 52668	HRA ccf_part_of	FMA 52638
UBERON 0001654	HRA ccf_part_of	UBERON 0014686
HRA temp-transverse-nasal-root-vein	HRA ccf_part_of	UBERON 0014686
FMA 50898	HRA ccf_part_of	UBERON 0014686
UBERON 0014768	HRA ccf_part_of	UBERON 0014686
UBERON 0002459	HRA ccf_part_of	UBERON 0014686
FMA 50910	HRA ccf_part_of	UBERON 0014686
UBERON 0014477	HRA ccf_part_of	UBERON 0005944
UBERON 0004766	HRA ccf_part_of	UBERON 0005944
UBERON 0001130	HRA ccf_part_of	UBERON 0005944
UBERON 0002493	HRA ccf_part_of	UBERON 0012332
UBERON 0003885	HRA ccf_part_of	UBERON 0012332
HRA temp-hook-of-hamate	HRA ccf_part_of	UBERON 0001433
FMA 19038	HRA ccf_part_of	UBERON 0035768
HRA temp-head-of-second-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004316
HRA temp-base-of-second-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004316
HRA temp-shaft-of-second-distal-phalanx-of-foot	HRA ccf_part_of	UBERON 0004316
FMA 8792	HRA ccf_part_of	FMA 6444
FMA 8736	HRA ccf_part_of	FMA 6444
FMA 65644	HRA ccf_part_of	FMA 6444
UBERON 0009202	HRA ccf_part_of	UBERON 0004726
UBERON 0009091	HRA ccf_part_of	UBERON 0004726
UBERON 0009745	HRA ccf_part_of	UBERON 0002007
UBERON 8410033	HRA ccf_part_of	UBERON 0002007
UBERON 0002007	HRA ccf_part_of	UBERON 0002007
UBERON 8410034	HRA ccf_part_of	UBERON 0002007
UBERON 0009744	HRA ccf_part_of	UBERON 0002007
UBERON 0005463	HRA ccf_part_of	UBERON 0002007
HRA temp-mesothelium-of-mesosalpinx	HRA ccf_part_of	UBERON 0012331
HRA temp-serous-membrane-lining-of-mesosalpinx	HRA ccf_part_of	UBERON 0012331
UBERON 0008775	HRA ccf_part_of	HRA temp-proximal-fibula
