subject	predicate	object	evidence_class
CL 0009070	HRA has_marker_component	HGNC 10624	HRA bn-929890d5580d9f13cf360b5cfeee3aec
HRA temp-mge255	HRA has_marker_component	HGNC 983	HRA bn-7fccd8fee285f50b4b9b73a5fcb88666
HRA temp-mge255	HRA has_marker_component	HGNC 4893	HRA bn-7fccd8fee285f50b4b9b73a5fcb88666
CL 4033003	HRA has_marker_component	HGNC 130	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 11529	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 1748	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 7569	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 2155	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 6416	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 6442	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 15979	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 3318	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 4033003	HRA has_marker_component	HGNC 4027	HRA bn-927f7b329b23c9789cd2458b0635daa0
CL 0000624	HRA has_marker_component	HGNC 1678	HRA bn-2ce28e2f9ff61ac26e442bffce0b069
CL 0000624	HRA has_marker_component	HGNC 12029	HRA bn-2ce28e2f9ff61ac26e442bffce0b069
PCL 0015063	HRA has_marker_component	HGNC 17178	HRA bn-354d58a15ab04c5f338e6d6f892cd25
PCL 0015063	HRA has_marker_component	HGNC 28870	HRA bn-354d58a15ab04c5f338e6d6f892cd25
PCL 0015063	HRA has_marker_component	HGNC 17109	HRA bn-354d58a15ab04c5f338e6d6f892cd25
PCL 0015046	HRA has_marker_component	HGNC 21555	HRA bn-dee3790014400a13b6c7c448eeede1bd
PCL 0015046	HRA has_marker_component	HGNC 9957	HRA bn-dee3790014400a13b6c7c448eeede1bd
HRA temp-dendritic-cell	HRA has_marker_component	HGNC 6740	HRA bn-164eabc02dcc04fcf123ad14468a6d37
CL 0002201	HRA has_marker_component	HGNC 8031	HRA bn-301ca7f58ec47445cc340d6297dcb485
CL 0002201	HRA has_marker_component	HGNC 11035	HRA bn-301ca7f58ec47445cc340d6297dcb485
CL 0002201	HRA has_marker_component	HGNC 8818	HRA bn-301ca7f58ec47445cc340d6297dcb485
HRA temp-cge284	HRA has_marker_component	HGNC 2500	HRA bn-64183be6e15ba62c4574531c5596f397
HRA temp-cge284	HRA has_marker_component	HGNC 10640	HRA bn-64183be6e15ba62c4574531c5596f397
HRA temp-cge284	HRA has_marker_component	HGNC 14268	HRA bn-64183be6e15ba62c4574531c5596f397
CL 0000037	HRA has_marker_component	HGNC 17890	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 1662	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 1667	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 2298	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 1633	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 11200	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 11801	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 5870	HRA bn-5d309797cbd0acbdda740161b61696c9
CL 0000037	HRA has_marker_component	HGNC 9666	HRA bn-5d309797cbd0acbdda740161b61696c9
HRA temp-llc265	HRA has_marker_component	HGNC 9607	HRA bn-4b1a4bf3042e1287f7c0147c53def9ad
CL 0019018	HRA has_marker_component	HGNC 4881	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 8033	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 7883	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 9080	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 7035	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 2705	HRA bn-559b9f485fefec1a3788271e83322f80
CL 0019018	HRA has_marker_component	HGNC 2198	HRA bn-559b9f485fefec1a3788271e83322f80
HRA temp-dlnp95	HRA has_marker_component	HGNC 16067	HRA bn-2ddbb50b25b5309493a76a4a01ce4fe2
HRA temp-dlnp95	HRA has_marker_component	HGNC 22128	HRA bn-2ddbb50b25b5309493a76a4a01ce4fe2
HRA temp-dlnp95	HRA has_marker_component	HGNC 3969	HRA bn-2ddbb50b25b5309493a76a4a01ce4fe2
CL 0002677	HRA has_marker_component	HGNC 9108	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 13177	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 10494	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 1678	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 8987	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 6106	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 2505	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 33701	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 16830	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 4183	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 958	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0002677	HRA has_marker_component	HGNC 26838	HRA bn-60dfcbdb7f00b0c9f4ece3ef17252a5e
CL 0000815	HRA has_marker_component	HGNC 1698	HRA bn-42a3b06ae183c0989d95eb3019f6e13c
CL 0000815	HRA has_marker_component	HGNC 1633	HRA bn-42a3b06ae183c0989d95eb3019f6e13c
CL 0000065	HRA has_marker_component	HGNC 37100	HRA bn-d38e28ad80f8bccb6afb9376cd681cfa
HRA temp-dlct6b98	HRA has_marker_component	HGNC 14265	HRA bn-66dad1e2992eeb432f76adc81934997b
HRA temp-dlct6b98	HRA has_marker_component	HGNC 5977	HRA bn-66dad1e2992eeb432f76adc81934997b
HRA temp-dlct6b98	HRA has_marker_component	HGNC 3446	HRA bn-66dad1e2992eeb432f76adc81934997b
CL 0000540	HRA has_marker_component	HGNC 14271	HRA bn-6034090edc9c3505d1f3d7ec0783a1b9
CL 0000540	HRA has_marker_component	HGNC 8831	HRA bn-6034090edc9c3505d1f3d7ec0783a1b9
CL 0000540	HRA has_marker_component	HGNC 1485	HRA bn-6034090edc9c3505d1f3d7ec0783a1b9
CL 0002557	HRA has_marker_component	HGNC 2198	HRA bn-1f0d98d504dc14cdf0b00123a59a6dd1
CL 0002557	HRA has_marker_component	HGNC 7166	HRA bn-1f0d98d504dc14cdf0b00123a59a6dd1
CL 0009068	HRA has_marker_component	HGNC 8044	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 1639	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 9659	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 9403	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 12029	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 6551	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 11922	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 1706	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 6529	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
CL 0009068	HRA has_marker_component	HGNC 1653	HRA bn-e4d1798fb38e0eca9dbad41369642b6a
HRA temp-splat237	HRA has_marker_component	HGNC 983	HRA bn-b729230b4066ce7a39e2bf035a50da7d
HRA temp-splat237	HRA has_marker_component	HGNC 19179	HRA bn-b729230b4066ce7a39e2bf035a50da7d
HRA temp-splat237	HRA has_marker_component	HGNC 30620	HRA bn-b729230b4066ce7a39e2bf035a50da7d
CL 0000921	HRA has_marker_component	HGNC 16647	HRA bn-ce90b7622be357b9c3baac21160784ca
CL 0000921	HRA has_marker_component	HGNC 12046	HRA bn-ce90b7622be357b9c3baac21160784ca
CL 0000921	HRA has_marker_component	HGNC 12053	HRA bn-ce90b7622be357b9c3baac21160784ca
CL 0000921	HRA has_marker_component	HGNC 12104	HRA bn-ce90b7622be357b9c3baac21160784ca
CL 0000921	HRA has_marker_component	HGNC 1637	HRA bn-ce90b7622be357b9c3baac21160784ca
HRA temp-lrl321	HRA has_marker_component	HGNC 52588	HRA bn-97927d12df712647de77d49b3ffc4b17
HRA temp-lrl321	HRA has_marker_component	HGNC 20822	HRA bn-97927d12df712647de77d49b3ffc4b17
HRA temp-lrl321	HRA has_marker_component	HGNC 25735	HRA bn-97927d12df712647de77d49b3ffc4b17
CL 0000826	HRA has_marker_component	HGNC 2983	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 1662	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 1633	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 9831	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 6024	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 12709	HRA bn-3cbab20dabb1d9f036235e649d772ed2
CL 0000826	HRA has_marker_component	HGNC 7154	HRA bn-3cbab20dabb1d9f036235e649d772ed2
HRA temp-splat395	HRA has_marker_component	HGNC 11049	HRA bn-f89319adb6d9d4f216d1830bc671d617
CL 1000718	HRA has_marker_component	HGNC 10919	HRA bn-6cee3acb8440f5ce7022d0c25b38dc1c
CL 1000718	HRA has_marker_component	HGNC 634	HRA bn-6cee3acb8440f5ce7022d0c25b38dc1c
HRA temp-msn218	HRA has_marker_component	HGNC 3024	HRA bn-6882799b4b49d1f842751153fa1bb1e4
HRA temp-msn218	HRA has_marker_component	HGNC 7154	HRA bn-6882799b4b49d1f842751153fa1bb1e4
CL 0000540	HRA has_marker_component	HGNC 49597	HRA bn-162134f6c8201c006eb347cc179f0621
CL 0000540	HRA has_marker_component	HGNC 7976	HRA bn-162134f6c8201c006eb347cc179f0621
CL 0000540	HRA has_marker_component	HGNC 1485	HRA bn-162134f6c8201c006eb347cc179f0621
HRA temp-cop37	HRA has_marker_component	HGNC 9142	HRA bn-ab05470d6e68d07ede2ff548c7b5587
HRA temp-cop37	HRA has_marker_component	HGNC 4471	HRA bn-ab05470d6e68d07ede2ff548c7b5587
HRA temp-cop37	HRA has_marker_component	HGNC 974	HRA bn-ab05470d6e68d07ede2ff548c7b5587
CL 0001054	HRA has_marker_component	HGNC 1663	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 3623	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 2475	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 6152	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 3613	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 3619	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 1674	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 1603	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 10499	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 7656	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 1633	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 10720	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 10498	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 2464	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0001054	HRA has_marker_component	HGNC 1628	HRA bn-12fec40593405d4443c845bfd5f75331
CL 0000165	HRA has_marker_component	HGNC 1929	HRA bn-200774c33c9fda317adec0592d2db497
CL 0000165	HRA has_marker_component	HGNC 6088	HRA bn-200774c33c9fda317adec0592d2db497
CL 0000165	HRA has_marker_component	HGNC 6090	HRA bn-200774c33c9fda317adec0592d2db497
CL 0000165	HRA has_marker_component	HGNC 11506	HRA bn-200774c33c9fda317adec0592d2db497
HRA temp-mgl5	HRA has_marker_component	HGNC 12405	HRA bn-ceb781b215da5f898424edc9961e97b1
HRA temp-mgl5	HRA has_marker_component	HGNC 17379	HRA bn-ceb781b215da5f898424edc9961e97b1
HRA temp-epen68	HRA has_marker_component	HGNC 2360	HRA bn-8fe98ecc6062d89bdea5e518558f05d1
HRA temp-epen68	HRA has_marker_component	HGNC 1487	HRA bn-8fe98ecc6062d89bdea5e518558f05d1
HRA temp-epen68	HRA has_marker_component	HGNC 8239	HRA bn-8fe98ecc6062d89bdea5e518558f05d1
HRA temp-splat429	HRA has_marker_component	HGNC 14000	HRA bn-bb7a028335eb807195db7ab110ae73e4
HRA temp-splat429	HRA has_marker_component	HGNC 25396	HRA bn-bb7a028335eb807195db7ab110ae73e4
HRA temp-splat429	HRA has_marker_component	HGNC 7603	HRA bn-bb7a028335eb807195db7ab110ae73e4
CL 0000317	HRA has_marker_component	HGNC 6445	HRA bn-5f9208a5116eefcd5ab689b9444a4dd3
CL 0000540	HRA has_marker_component	HGNC 777	HRA bn-f5bebe8984c7556aaa7dbdfccabd11ac
CL 0000540	HRA has_marker_component	HGNC 25552	HRA bn-f5bebe8984c7556aaa7dbdfccabd11ac
CL 0000540	HRA has_marker_component	HGNC 13875	HRA bn-f5bebe8984c7556aaa7dbdfccabd11ac
CL 0000632	HRA has_marker_component	HGNC 8804	HRA bn-903af036dfbb4a1f152fffebf1bde242
CL 0000632	HRA has_marker_component	HGNC 4235	HRA bn-903af036dfbb4a1f152fffebf1bde242
CL 0000632	HRA has_marker_component	HGNC 2770	HRA bn-903af036dfbb4a1f152fffebf1bde242
CL 0009082	HRA has_marker_component	HGNC 7154	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 11639	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 9832	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 21290	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 1699	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 1685	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 1695	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 1674	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 1662	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009082	HRA has_marker_component	HGNC 13222	HRA bn-c060058dbdc3fbb13d5eee8409f6b533
CL 0009074	HRA has_marker_component	HGNC 2700	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 1079	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 27364	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 9666	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 11529	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 3815	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 1799	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 6446	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 542	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 6430	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 6690	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 533	HRA bn-b5ffb9148484f295215d24923157529e
CL 0009074	HRA has_marker_component	HGNC 20796	HRA bn-b5ffb9148484f295215d24923157529e
HRA temp-misc116	HRA has_marker_component	HGNC 8569	HRA bn-5661f900864bdfcf631c0c9556c60916
HRA temp-misc116	HRA has_marker_component	HGNC 3446	HRA bn-5661f900864bdfcf631c0c9556c60916
HRA temp-misc116	HRA has_marker_component	HGNC 13542	HRA bn-5661f900864bdfcf631c0c9556c60916
CL 0000940	HRA has_marker_component	HGNC 6024	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 1674	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 1686	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 9666	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 6373	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 2252	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 9360	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
CL 0000940	HRA has_marker_component	HGNC 6380	HRA bn-afadcaa0555a5867eb7ecd399b747a5c
HRA temp-dec205-dc	HRA has_marker_component	HGNC 6729	HRA bn-947286920735fded3bc82db60bdfea87
HRA temp-dec205-dc	HRA has_marker_component	HGNC 6152	HRA bn-947286920735fded3bc82db60bdfea87
HRA temp-dec205-dc	HRA has_marker_component	HGNC 1697	HRA bn-947286920735fded3bc82db60bdfea87
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 1705	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 1663	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 18628	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 1693	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 9666	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 1686	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 3793	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 1631	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 7228	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 6149	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 28246	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 2558	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 2252	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-interstitial-macrophage	HRA has_marker_component	HGNC 11127	HRA bn-bd68f4dafda4fc5f46ecb86694e48ebb
HRA temp-splat380	HRA has_marker_component	HGNC 19087	HRA bn-8013d6110a91b3111d98e44c52010b64
HRA temp-splat380	HRA has_marker_component	HGNC 5295	HRA bn-8013d6110a91b3111d98e44c52010b64
HRA temp-splat380	HRA has_marker_component	HGNC 11051	HRA bn-8013d6110a91b3111d98e44c52010b64
HRA temp-splat380	HRA has_marker_component	HGNC 8076	HRA bn-8013d6110a91b3111d98e44c52010b64
CL 1000489	HRA has_marker_component	HGNC 10639	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 1318	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 1037	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 2545	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 6765	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 1118	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 10620	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 3357	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 7098	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
CL 1000489	HRA has_marker_component	HGNC 7036	HRA bn-977c945dfa1a38d6f177fd9415bba8cc
HRA temp-splat365	HRA has_marker_component	HGNC 4392	HRA bn-52dbb2618e0786c00f7e4873067ab455
HRA temp-splat365	HRA has_marker_component	HGNC 777	HRA bn-52dbb2618e0786c00f7e4873067ab455
HRA temp-splat365	HRA has_marker_component	HGNC 5295	HRA bn-52dbb2618e0786c00f7e4873067ab455
HRA temp-splat365	HRA has_marker_component	HGNC 2171	HRA bn-52dbb2618e0786c00f7e4873067ab455
HRA temp-splat365	HRA has_marker_component	HGNC 1442	HRA bn-52dbb2618e0786c00f7e4873067ab455
HRA temp-splat365	HRA has_marker_component	HGNC 7001	HRA bn-52dbb2618e0786c00f7e4873067ab455
CL 0000091	HRA has_marker_component	HGNC 1693	HRA bn-bf87b1b211c206e478b6eb6f1da63a3
PCL 0015016	HRA has_marker_component	HGNC 29847	HRA bn-2c9cd73a7d42c38cfe71cb140ebbc4cb
PCL 0015016	HRA has_marker_component	HGNC 28306	HRA bn-2c9cd73a7d42c38cfe71cb140ebbc4cb
PCL 0015016	HRA has_marker_component	HGNC 15478	HRA bn-2c9cd73a7d42c38cfe71cb140ebbc4cb
PCL 0015089	HRA has_marker_component	HGNC 13010	HRA bn-e1ae4e4061a06830b5e7aef794af25f5
PCL 0015089	HRA has_marker_component	HGNC 6714	HRA bn-e1ae4e4061a06830b5e7aef794af25f5
CL 0000840	HRA has_marker_component	HGNC 6012	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 6152	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 905	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 3619	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 1643	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 1674	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 1633	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 7656	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 10875	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 0000840	HRA has_marker_component	HGNC 1628	HRA bn-ed041489dc243f63bcaad90bad72a10f
CL 4030017	HRA has_marker_component	HGNC 10602	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 4030017	HRA has_marker_component	HGNC 3145	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 4030017	HRA has_marker_component	HGNC 10912	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 4030017	HRA has_marker_component	HGNC 1434	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 4030017	HRA has_marker_component	HGNC 5209	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 4030017	HRA has_marker_component	HGNC 11068	HRA bn-7effd8bda688636f3db8abc29c7a32ca
CL 0002145	HRA has_marker_component	HGNC 20771	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 20657	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 15467	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 4027	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 3816	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 26308	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 3318	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 12371	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 34527	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 11529	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
CL 0002145	HRA has_marker_component	HGNC 1748	HRA bn-16bb441d34bb720dc3a37c6f1464bbdb
HRA temp-ulit121	HRA has_marker_component	HGNC 16097	HRA bn-114a7321b33e8af06b28e14ecf20830c
HRA temp-ulit121	HRA has_marker_component	HGNC 19739	HRA bn-114a7321b33e8af06b28e14ecf20830c
HRA temp-ulit121	HRA has_marker_component	HGNC 42024	HRA bn-114a7321b33e8af06b28e14ecf20830c
CL 0000895	HRA has_marker_component	HGNC 1686	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 1674	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 9666	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 6024	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 2252	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 6551	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 1678	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
CL 0000895	HRA has_marker_component	HGNC 1608	HRA bn-63e18f25f920a43d73d8e5d9a2cbbe82
